City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
264,Sharjah,AE,2021-09-07 19:27:36,25.3573,55.4033,93.18,70,6,0.0
265,Mattawa,US,2021-09-07 19:32:32,46.7379,-119.9028,85.71,21,57,3.8
266,Wamba,NG,2021-09-07 19:32:32,8.9333,8.6,71.33,89,86,2.68
267,Coromandel,BR,2021-09-07 19:32:32,-18.4733,-47.2003,90.48,19,6,6.22
268,Comodoro Rivadavia,AR,2021-09-07 19:32:33,-45.8667,-67.5,60.66,41,0,8.05
269,Airai,TL,2021-09-07 19:32:33,-8.9266,125.4092,55.2,88,99,4.16
270,Kyenjojo,UG,2021-09-07 19:32:33,0.6328,30.6214,61.68,96,100,2.44
271,Ornskoldsvik,SE,2021-09-07 19:32:33,63.2909,18.7153,59.95,88,90,13.8
272,Guanica,PR,2021-09-07 19:32:34,17.9716,-66.908,90.43,69,27,8.99
273,Ziebice,PL,2021-09-07 19:32:34,50.6012,17.0406,61.75,82,57,2.55
274,Atar,MR,2021-09-07 19:32:34,20.5169,-13.0499,101.61,18,61,11.41
275,Taoudenni,ML,2021-09-07 19:32:35,22.6783,-3.9836,104.56,8,3,10.07
276,Tshikapa,CD,2021-09-07 19:32:35,-6.4167,20.8,83.88,41,100,6.22
277,Bustamante,MX,2021-09-07 19:32:35,26.5333,-100.5,97.21,26,100,11.36
278,Nyurba,RU,2021-09-07 19:32:36,63.2842,118.3319,43.9,88,100,4.7
279,Solnechnyy,RU,2021-09-07 19:32:36,50.7214,136.6319,58.01,81,100,4.16
280,Sakaiminato,JP,2021-09-07 19:32:36,35.55,133.2333,76.98,78,90,10.36
281,Wladyslawowo,PL,2021-09-07 19:32:37,54.7909,18.4009,59.94,61,38,7.49
282,Pestretsy,RU,2021-09-07 19:32:37,55.7531,49.6545,46.54,76,94,9.42
283,Oliveira Do Hospital,PT,2021-09-07 19:32:37,40.3618,-7.8601,65.23,81,27,3.06
284,Juegang,CN,2021-09-07 19:32:38,32.3174,121.1855,72.39,78,84,4.14
285,Debre Birhan,ET,2021-09-07 19:32:38,9.6833,39.5333,51.44,86,7,3.8
286,Kenai,US,2021-09-07 19:29:45,60.5544,-151.2583,57.02,75,1,0.0
287,Nova Vicosa,BR,2021-09-07 19:30:01,-17.8919,-39.3719,74.73,85,37,13.18
288,Gigmoto,PH,2021-09-07 19:32:38,13.7796,124.39,79.99,84,100,7.02
289,Petropavlovsk-Kamchatskiy,RU,2021-09-07 19:32:39,53.0452,158.6483,41.59,100,33,6.71
290,Provideniya,RU,2021-09-07 19:32:39,64.3833,-173.3,37.51,81,90,13.42
291,Russell,US,2021-09-07 19:32:39,32.3502,-85.1999,93.9,54,1,0.0
292,Singaparna,ID,2021-09-07 19:32:39,-7.3515,108.111,69.91,95,86,1.79
